"Data Source","World Development Indicators",

"Last Updated Date","2022-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Upper middle income","UMC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","171.415402944189","187.2406478607","209.802510210559","233.296827107368","252.577933725603","251.14119154032","259.64474360101","283.759528881631","308.058079993443","327.17996074657","353.723193917142","428.368738954077","530.117198626609","624.499793081101","642.139981278903","665.384403199876","713.479427426984","828.184912667585","944.607110790889","1004.81000996102","959.058663419603","876.257782907674","878.335706403888","888.517512583749","936.028194027578","1023.95903695897","1106.15657105691","1122.48166681087","1210.65597961423","1222.78234325737","1312.80278312545","1389.54770083128","1488.06891227467","1593.75284284367","1759.84333544181","1896.24492956089","1859.31910516128","1821.35683126757","1906.16348525473","1905.50691922918","1938.37021510788","2105.33350224098","2463.00212365323","2897.78117776479","3407.47524480382","4073.38911626669","4861.34783058822","5229.54581220109","5890.58784762921","6614.58270344974","7581.60806505801","8323.64155688088","8662.98189314659","8456.67139010895","8254.55853599419","8434.06349146924","9105.16858928019","9658.65839766098","9412.22749303249",
"Uruguay","URY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","580","610","660","680","720","640","610","670","820","850","870","1060","1370","1620","1490","1420","1630","2150","2870","3650","3290","2190","1740","1510","1780","2210","2600","2730","2840","3180","3830","4350","5040","5530","6160","6970","7240","7260","7060","6500","5140","4250","4130","4720","5390","6390","7710","8810","10440","12060","13330","15330","15790","15620","15440","15920","17270","17760","15790",
"United States","USA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","3280","3410","3610","3880","4190","4370","4740","5070","5230","5620","6280","7290","7980","8510","8960","9590","10760","12200","13380","14360","14220","14570","16210","17460","19110","21390","23490","23770","24060","24270","25680","26390","27650","29040","30270","31260","32020","33670","35960","36720","37310","39780","43520","46180","47850","48520","49090","47830","49140","50630","52780","53980","55800","56640","57130","59240","63490","65970","64530",
"Uzbekistan","UZB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600","590","570","580","600","610","620","650","630","560","450","420","460","530","610","770","980","1150","1410","1730","2160","2430","2600","2740","2790","2470","2110","1870","1740",
"St. Vincent and the Grenadines","VCT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","180","160","170","180","180","170","190","190","210","220","300","310","340","370","390","460","560","710","830","960","1030","1090","1200","1330","1450","1660","1950","2030","2150","2200","2480","2710","2660","2890","3000","3070","3190","3310","3470","3650","3950","4380","4730","4960","5470","5910","6260","6320","6090","6130","6400","6560","6390","6560","6800","6990","7400","7460","7310",
"Venezuela, RB","VEN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","960","990","950","890","820","840","900","910","980","1010","1120","1340","1720","2140","2470","2600","2790","3180","3610","4100","4050","3780","3640","3520","3610","3350","3400","2560","2670","2690","2870","2850","2740","3040","3100","3470","3420","3570","4120","4600","3990","3490","4110","4980","6130","7630","9400","10380","11810","11980","12710","11970","13080","","","","","","",
"British Virgin Islands","VGB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210","130","110","130","160","190","250","300","330","340","350","380","400","420","460","530","630","720","840","980","1110","1250","1370","1540","1720","1880","1950","2020","2120","2380","2570","2650",
"Vanuatu","VUT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","940","840","800","900","930","980","890","990","1110","1240","1120","1150","1150","1210","1240","1330","1390","1450","1430","1430","1370","1230","1360","1590","1780","1990","2100","2460","2530","2600","2800","2830","2960","3000","2820","2830","2900","3170","3450","3190",
"World","WLD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","481.759875510099","508.662996602032","544.830574383431","586.453254338322","629.034730327152","656.406005293834","704.474076871414","760.207326369599","803.140424624583","863.972873076519","971.299403581721","1173.7319773324","1374.51016385517","1541.63521673493","1621.83583424227","1719.23988299257","1929.47242386606","2282.62630407315","2613.60518148465","2718.9496324808","2589.54144679478","2455.70639402496","2498.79779574186","2576.74482148981","2846.78740330816","3324.125839476","3926.63126798749","4062.74281014367","4209.98351341491","4328.60752012116","4646.04807072958","4730.70004673298","4944.96130196368","5251.95413420339","5520.99142151275","5569.11219703905","5328.88699927961","5333.58386670674","5520.32229523839","5498.2419088641","5454.41902767143","5854.96593757126","6672.13550158799","7391.72807592353","7887.10333311615","8407.42363627366","9004.97908877169","9036.10906207666","9470.27885091024","9941.13465828216","10522.5894183006","10894.3594349376","11005.7157790657","10650.364290861","10391.8619756624","10464.8279231081","11148.9304900244","11552.7327849283","11067.8617289733",
"Samoa","WSM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","510","480","500","530","550","580","570","540","","","","","","","","","","","1520","1660","1990","2320","2560","2850","3060","3030","3230","3510","3660","3800","3820","3960","4110","4070","4050","4230","4050",
"Kosovo","XKX","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3150","3390","3540","3800","3910","3930","3930","3950","4300","4640","4480",
"Yemen, Rep.","YEM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","510","460","380","320","300","330","370","380","430","480","520","550","610","700","810","890","1010","1100","1200","1080","1260","1440","1460","1200","1160","1080","910","","",
"South Africa","ZAF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","460","490","520","560","590","650","690","740","800","870","920","1110","1400","1610","1560","1500","1610","1940","2500","2880","2770","2520","2460","2130","1990","2210","2670","2830","2860","3000","3250","3490","3740","4010","4050","3990","3590","3480","3420","3190","2990","3280","4180","5610","6310","6630","6660","6510","6880","7760","8370","8070","7370","6610","5990","5910","6340","6670","6010",
"Zambia","ZMB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","190","190","210","270","280","330","370","410","450","440","440","450","580","590","570","500","490","510","610","690","610","500","420","340","250","260","330","400","430","390","360","380","350","380","400","400","360","350","330","350","360","410","460","560","720","900","1180","1280","1340","1420","1690","1760","1800","1580","1370","1300","1440","1430","1160",
"Zimbabwe","ZWE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","270","270","260","280","280","300","300","340","400","410","450","530","670","730","710","650","650","730","900","1060","1040","960","830","740","690","700","810","840","860","850","700","640","630","620","690","700","620","570","510","540","490","440","450","460","440","420","330","480","700","1060","1260","1320","1370","1390","1390","1350","1350","1210","1140",
